"Token","InstrumentName","ShortName","Series","ExpiryDate","StrikePrice","OptionType","CALevel","PermittedToTrade","IssueCapital","WarningQty","FreezeQty","CreditRating","NormalMarketStatus","OddLotMarketStatus","SpotMarketStatus","AuctionMarketStatus","NormalMarketEligibility","OddLotMarketEligibility","SpotMarketEligibility","AuctionMarketEligibility","IssueRate","IssueStartDate","InterestPaymentDate","IssueMaturityDate","MarginPercentage","MinimumLotQty","LotSize","TickSize","CompanyName","ListingDate","ExpulsionDate","ReAdmissionDate","RecordDate","LowPriceRange","HighPriceRange","SecurityExpiryDate","NoDeliveryStartDate","NoDeliveryEndDate","MF","AON","ParticipantInMarketIndex","BookClsStartDate","BookClsEndDate","ExcerciseStartDate","ExcerciseEndDate","OldToken","AssetInstrument","AssetName","AssetToken","IntrinsicValue","ExtrinsicValue","ExcerciseStyle","EGM","AGM","Interest","Bonus","Rights","Dividends","ExAllowed","ExRejectionAllowed","PlAllowed","IsThisAsset","IsCorpAdjusted","LocalUpdateDatetime","DeleteFlag","Remarks","BasePrice","ExchangeCode"
"7662","OPTCUR","GBPINR","OPTION","24-Nov-2023",108.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",4.895,7.015,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",4.07,"GBPINR"
"7664","OPTCUR","GBPINR","OPTION","24-Nov-2023",108.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",5.12,7.26,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",4.25,"GBPINR"
"7737","OPTCUR","GBPINR","OPTION","24-Nov-2023",108.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",5.3525,7.5075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",4.435,"GBPINR"
"7739","OPTCUR","GBPINR","OPTION","24-Nov-2023",109,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",5.575,7.745,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",4.6275,"GBPINR"
"7879","OPTCUR","GBPINR","OPTION","24-Nov-2023",109.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",5.81,7.99,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",4.815,"GBPINR"
"7881","OPTCUR","GBPINR","OPTION","24-Nov-2023",109.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",6.0425,8.2375,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",5.0075,"GBPINR"
"7889","OPTCUR","GBPINR","OPTION","24-Nov-2023",109.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",6.2875,8.4925,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",5.205,"GBPINR"
"7997","OPTCUR","GBPINR","OPTION","24-Nov-2023",110,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",6.5225,8.7375,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",5.405,"GBPINR"
"8068","OPTCUR","GBPINR","OPTION","24-Nov-2023",110.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",6.76,8.98,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",5.61,"GBPINR"
"8164","OPTCUR","GBPINR","OPTION","24-Nov-2023",110.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",7.005,9.235,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",5.815,"GBPINR"
"8166","OPTCUR","GBPINR","OPTION","24-Nov-2023",110.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",7.2425,9.4775,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.025,"GBPINR"
"1588","OPTCUR","GBPINR","OPTION","24-Nov-2023",111,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",7.49,9.73,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.1275,"GBPINR"
"3547","OPTCUR","GBPINR","OPTION","28-Nov-2023",94.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",6.8025,9.0375,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.205,"GBPINR"
"3559","OPTCUR","GBPINR","OPTION","28-Nov-2023",94.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",6.565,8.795,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",5.9725,"GBPINR"
"5554","OPTCUR","GBPINR","OPTION","28-Nov-2023",95,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",6.33,8.55,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"GBPINR"
"5683","OPTCUR","GBPINR","OPTION","28-Nov-2023",95.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",6.085,8.295,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"GBPINR"
"13172","OPTCUR","GBPINR","OPTION","28-Nov-2023",95.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",5.85,8.05,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.4075,"GBPINR"
"2612","OPTCUR","GBPINR","OPTION","28-Nov-2023",95.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",5.6175,7.8025,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.455,"GBPINR"
"2622","OPTCUR","GBPINR","OPTION","28-Nov-2023",96,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",5.3825,7.5575,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.2275,"GBPINR"
"2626","OPTCUR","GBPINR","OPTION","28-Nov-2023",96.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",5.1625,7.3225,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.0025,"GBPINR"
"2629","OPTCUR","GBPINR","OPTION","28-Nov-2023",96.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",5.4575,7.5975,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",5.78,"GBPINR"
"1574","OPTCUR","GBPINR","OPTION","28-Nov-2023",96.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",5.2275,7.3475,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.445,"GBPINR"
"1582","OPTCUR","GBPINR","OPTION","28-Nov-2023",97,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",4.9975,7.0975,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.2175,"GBPINR"
"2844","OPTCUR","GBPINR","OPTION","28-Nov-2023",97.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",4.77,6.85,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.65,"GBPINR"
"12578","OPTCUR","GBPINR","OPTION","28-Nov-2023",97.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",4.5475,6.6025,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",5.575,"GBPINR"
"11608","OPTCUR","GBPINR","OPTION","28-Nov-2023",97.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",4.33,6.355,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",5.3425,"GBPINR"
"8812","OPTCUR","GBPINR","OPTION","28-Nov-2023",98,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",4.115,6.11,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",5.1125,"GBPINR"
"8827","OPTCUR","GBPINR","OPTION","28-Nov-2023",98.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",3.9025,5.8675,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",4.885,"GBPINR"
"8831","OPTCUR","GBPINR","OPTION","28-Nov-2023",98.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",3.695,5.625,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",4.66,"GBPINR"
"8833","OPTCUR","GBPINR","OPTION","28-Nov-2023",98.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",3.49,5.385,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",4.4375,"GBPINR"
"8935","OPTCUR","GBPINR","OPTION","28-Nov-2023",99,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",3.2925,5.1475,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",4.22,"GBPINR"
"9074","OPTCUR","GBPINR","OPTION","28-Nov-2023",99.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",3.0975,4.9125,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",4.005,"GBPINR"
"9106","OPTCUR","GBPINR","OPTION","28-Nov-2023",99.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",2.905,4.68,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.7925,"GBPINR"
"9139","OPTCUR","GBPINR","OPTION","28-Nov-2023",99.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",2.7225,4.4525,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.5875,"GBPINR"
"9158","OPTCUR","GBPINR","OPTION","28-Nov-2023",100,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",2.545,4.225,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.385,"GBPINR"
"9220","OPTCUR","GBPINR","OPTION","28-Nov-2023",100.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",2.375,4.005,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.19,"GBPINR"
"9231","OPTCUR","GBPINR","OPTION","28-Nov-2023",100.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",2.2075,3.7875,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.9975,"GBPINR"
"9238","OPTCUR","GBPINR","OPTION","28-Nov-2023",100.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",2.0475,3.5775,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.8125,"GBPINR"
"9240","OPTCUR","GBPINR","OPTION","28-Nov-2023",101,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",1.895,3.37,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.6325,"GBPINR"
"9326","OPTCUR","GBPINR","OPTION","28-Nov-2023",101.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",1.7475,3.1675,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.4575,"GBPINR"
"9328","OPTCUR","GBPINR","OPTION","28-Nov-2023",101.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",1.6075,2.9725,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.29,"GBPINR"
"9334","OPTCUR","GBPINR","OPTION","28-Nov-2023",101.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",1.475,2.785,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.13,"GBPINR"
"9359","OPTCUR","GBPINR","OPTION","28-Nov-2023",102,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",1.35,2.6,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.975,"GBPINR"
"9361","OPTCUR","GBPINR","OPTION","28-Nov-2023",102.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",1.23,2.425,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.8275,"GBPINR"
"9363","OPTCUR","GBPINR","OPTION","28-Nov-2023",102.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",1.12,2.255,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.6875,"GBPINR"
"9371","OPTCUR","GBPINR","OPTION","28-Nov-2023",102.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",1.0125,2.0925,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.5525,"GBPINR"
"9373","OPTCUR","GBPINR","OPTION","28-Nov-2023",103,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.9175,1.9375,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.4275,"GBPINR"
"9377","OPTCUR","GBPINR","OPTION","28-Nov-2023",103.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.825,1.79,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.3075,"GBPINR"
"9381","OPTCUR","GBPINR","OPTION","28-Nov-2023",103.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.7375,1.6475,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.1925,"GBPINR"
"9383","OPTCUR","GBPINR","OPTION","28-Nov-2023",103.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.66,1.515,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.0875,"GBPINR"
"9388","OPTCUR","GBPINR","OPTION","28-Nov-2023",104,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.585,1.39,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.9875,"GBPINR"
"9395","OPTCUR","GBPINR","OPTION","28-Nov-2023",104.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.52,1.27,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.895,"GBPINR"
"9398","OPTCUR","GBPINR","OPTION","28-Nov-2023",104.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.4575,1.1575,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.8075,"GBPINR"
"9418","OPTCUR","GBPINR","OPTION","28-Nov-2023",104.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.4025,1.0525,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.7275,"GBPINR"
"9420","OPTCUR","GBPINR","OPTION","28-Nov-2023",105,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.3525,0.9575,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.655,"GBPINR"
"9425","OPTCUR","GBPINR","OPTION","28-Nov-2023",105.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.305,0.865,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.585,"GBPINR"
"9427","OPTCUR","GBPINR","OPTION","28-Nov-2023",105.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.265,0.78,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.5225,"GBPINR"
"9437","OPTCUR","GBPINR","OPTION","28-Nov-2023",105.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.23,0.705,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.4675,"GBPINR"
"9442","OPTCUR","GBPINR","OPTION","28-Nov-2023",106,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.1975,0.6325,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.415,"GBPINR"
"9444","OPTCUR","GBPINR","OPTION","28-Nov-2023",106.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.1675,0.5675,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.3675,"GBPINR"
"9494","OPTCUR","GBPINR","OPTION","28-Nov-2023",106.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.14,0.505,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.3225,"GBPINR"
"9496","OPTCUR","GBPINR","OPTION","28-Nov-2023",106.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.12,0.45,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.285,"GBPINR"
"9627","OPTCUR","GBPINR","OPTION","28-Nov-2023",107,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.1,0.4,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.25,"GBPINR"
"9651","OPTCUR","GBPINR","OPTION","28-Nov-2023",107.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.08,0.355,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.2175,"GBPINR"
"9655","OPTCUR","GBPINR","OPTION","28-Nov-2023",107.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0675,0.3125,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.19,"GBPINR"
"9657","OPTCUR","GBPINR","OPTION","28-Nov-2023",107.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.055,0.275,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.165,"GBPINR"
"9683","OPTCUR","GBPINR","OPTION","28-Nov-2023",108,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0425,0.2425,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.1425,"GBPINR"
"9729","OPTCUR","GBPINR","OPTION","28-Nov-2023",108.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.035,0.215,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.8875,"GBPINR"
"9731","OPTCUR","GBPINR","OPTION","28-Nov-2023",108.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0275,0.1875,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.825,"GBPINR"
"9733","OPTCUR","GBPINR","OPTION","28-Nov-2023",108.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0275,0.1725,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.7675,"GBPINR"
"9843","OPTCUR","GBPINR","OPTION","28-Nov-2023",109,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0275,0.1525,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.715,"GBPINR"
"9845","OPTCUR","GBPINR","OPTION","28-Nov-2023",109.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0225,0.1375,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.665,"GBPINR"
"9847","OPTCUR","GBPINR","OPTION","28-Nov-2023",109.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.02,0.12,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.6175,"GBPINR"
"9849","OPTCUR","GBPINR","OPTION","28-Nov-2023",109.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.015,0.105,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.5725,"GBPINR"
"9851","OPTCUR","GBPINR","OPTION","28-Nov-2023",110,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0125,0.0875,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.5325,"GBPINR"
"10472","OPTCUR","GBPINR","OPTION","28-Nov-2023",110.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.005,0.075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.5175,"GBPINR"
"1254","OPTCUR","GBPINR","OPTION","28-Nov-2023",110.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.01,0.07,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.5525,"GBPINR"
"1288","OPTCUR","GBPINR","OPTION","28-Nov-2023",110.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.005,0.055,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.5125,"GBPINR"
"1596","OPTCUR","GBPINR","OPTION","28-Nov-2023",111,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0075,0.0525,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.4725,"GBPINR"
"5684","OPTCUR","GBPINR","OPTION","28-Nov-2023",95.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0075,0.0725,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"GBPINR"
"3550","OPTCUR","GBPINR","OPTION","28-Nov-2023",94.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.01,0.05,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.115,"GBPINR"
"3574","OPTCUR","GBPINR","OPTION","28-Nov-2023",94.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.005,0.055,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.135,"GBPINR"
"5679","OPTCUR","GBPINR","OPTION","28-Nov-2023",95,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.01,0.07,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"GBPINR"
"13173","OPTCUR","GBPINR","OPTION","28-Nov-2023",95.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.01,0.09,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.145,"GBPINR"
"2621","OPTCUR","GBPINR","OPTION","28-Nov-2023",95.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.015,0.105,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.17,"GBPINR"
"2625","OPTCUR","GBPINR","OPTION","28-Nov-2023",96,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0175,0.1225,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.1925,"GBPINR"
"2628","OPTCUR","GBPINR","OPTION","28-Nov-2023",96.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0275,0.1475,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.2175,"GBPINR"
"2630","OPTCUR","GBPINR","OPTION","28-Nov-2023",96.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"POUND STERLING","","","","",0.0025,0.105,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.245,"GBPINR"
