"Token","InstrumentName","ShortName","Series","ExpiryDate","StrikePrice","OptionType","CALevel","PermittedToTrade","IssueCapital","WarningQty","FreezeQty","CreditRating","NormalMarketStatus","OddLotMarketStatus","SpotMarketStatus","AuctionMarketStatus","NormalMarketEligibility","OddLotMarketEligibility","SpotMarketEligibility","AuctionMarketEligibility","IssueRate","IssueStartDate","InterestPaymentDate","IssueMaturityDate","MarginPercentage","MinimumLotQty","LotSize","TickSize","CompanyName","ListingDate","ExpulsionDate","ReAdmissionDate","RecordDate","LowPriceRange","HighPriceRange","SecurityExpiryDate","NoDeliveryStartDate","NoDeliveryEndDate","MF","AON","ParticipantInMarketIndex","BookClsStartDate","BookClsEndDate","ExcerciseStartDate","ExcerciseEndDate","OldToken","AssetInstrument","AssetName","AssetToken","IntrinsicValue","ExtrinsicValue","ExcerciseStyle","EGM","AGM","Interest","Bonus","Rights","Dividends","ExAllowed","ExRejectionAllowed","PlAllowed","IsThisAsset","IsCorpAdjusted","LocalUpdateDatetime","DeleteFlag","Remarks","BasePrice","ExchangeCode"
"9206","OPTCUR","JPYINR","OPTION","10-Nov-2023",51.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",3.985,5.425,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.2875,"JPYINR"
"9216","OPTCUR","JPYINR","OPTION","10-Nov-2023",51.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",3.7425,5.1775,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",6.0525,"JPYINR"
"9221","OPTCUR","JPYINR","OPTION","10-Nov-2023",52,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",3.4975,4.9275,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",5.8175,"JPYINR"
"9223","OPTCUR","JPYINR","OPTION","10-Nov-2023",52.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",3.2525,4.6725,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",5.585,"JPYINR"
"9232","OPTCUR","JPYINR","OPTION","10-Nov-2023",52.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",3.01,4.42,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.715,"JPYINR"
"9260","OPTCUR","JPYINR","OPTION","10-Nov-2023",52.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",2.765,4.165,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.465,"JPYINR"
"9275","OPTCUR","JPYINR","OPTION","10-Nov-2023",53,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",2.5275,3.9075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",3.2175,"JPYINR"
"9280","OPTCUR","JPYINR","OPTION","10-Nov-2023",53.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",2.29,3.65,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.97,"JPYINR"
"9282","OPTCUR","JPYINR","OPTION","10-Nov-2023",53.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",2.0525,3.3875,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.72,"JPYINR"
"9284","OPTCUR","JPYINR","OPTION","10-Nov-2023",53.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",1.82,3.125,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.4725,"JPYINR"
"9286","OPTCUR","JPYINR","OPTION","10-Nov-2023",54,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",1.59,2.86,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.225,"JPYINR"
"9288","OPTCUR","JPYINR","OPTION","10-Nov-2023",54.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",1.365,2.595,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.98,"JPYINR"
"9290","OPTCUR","JPYINR","OPTION","10-Nov-2023",54.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",1.1475,2.3275,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.7375,"JPYINR"
"9292","OPTCUR","JPYINR","OPTION","10-Nov-2023",54.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.935,2.065,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.5,"JPYINR"
"9294","OPTCUR","JPYINR","OPTION","10-Nov-2023",55,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.735,1.805,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.27,"JPYINR"
"9297","OPTCUR","JPYINR","OPTION","10-Nov-2023",55.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.5475,1.5575,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.0525,"JPYINR"
"9300","OPTCUR","JPYINR","OPTION","10-Nov-2023",55.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.38,1.32,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.85,"JPYINR"
"9319","OPTCUR","JPYINR","OPTION","10-Nov-2023",55.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.23,1.1,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.665,"JPYINR"
"9321","OPTCUR","JPYINR","OPTION","10-Nov-2023",56,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.105,0.905,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.505,"JPYINR"
"9325","OPTCUR","JPYINR","OPTION","10-Nov-2023",56.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.005,0.735,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.37,"JPYINR"
"9331","OPTCUR","JPYINR","OPTION","10-Nov-2023",56.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.59,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.2625,"JPYINR"
"9333","OPTCUR","JPYINR","OPTION","10-Nov-2023",56.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.47,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.1775,"JPYINR"
"9339","OPTCUR","JPYINR","OPTION","10-Nov-2023",57,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.3725,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.115,"JPYINR"
"9341","OPTCUR","JPYINR","OPTION","10-Nov-2023",57.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.2975,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0725,"JPYINR"
"9343","OPTCUR","JPYINR","OPTION","10-Nov-2023",57.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.2375,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0425,"JPYINR"
"9345","OPTCUR","JPYINR","OPTION","10-Nov-2023",57.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.1925,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.025,"JPYINR"
"9347","OPTCUR","JPYINR","OPTION","10-Nov-2023",58,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.155,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0125,"JPYINR"
"9349","OPTCUR","JPYINR","OPTION","10-Nov-2023",58.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.1275,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0075,"JPYINR"
"9354","OPTCUR","JPYINR","OPTION","10-Nov-2023",58.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.1,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"JPYINR"
"9356","OPTCUR","JPYINR","OPTION","10-Nov-2023",58.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0825,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"JPYINR"
"9364","OPTCUR","JPYINR","OPTION","10-Nov-2023",59,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0675,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"JPYINR"
"9366","OPTCUR","JPYINR","OPTION","10-Nov-2023",59.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.055,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"JPYINR"
"9368","OPTCUR","JPYINR","OPTION","10-Nov-2023",59.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.045,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"JPYINR"
"9390","OPTCUR","JPYINR","OPTION","10-Nov-2023",59.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.035,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"JPYINR"
"9394","OPTCUR","JPYINR","OPTION","10-Nov-2023",60,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0275,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"JPYINR"
"9401","OPTCUR","JPYINR","OPTION","10-Nov-2023",60.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0225,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"JPYINR"
"9403","OPTCUR","JPYINR","OPTION","10-Nov-2023",60.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0175,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.535,"JPYINR"
"9405","OPTCUR","JPYINR","OPTION","10-Nov-2023",60.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.025,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.48,"JPYINR"
"9407","OPTCUR","JPYINR","OPTION","10-Nov-2023",61,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.02,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.43,"JPYINR"
"9413","OPTCUR","JPYINR","OPTION","10-Nov-2023",61.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.015,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.385,"JPYINR"
"9415","OPTCUR","JPYINR","OPTION","10-Nov-2023",61.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.01,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.3425,"JPYINR"
"9422","OPTCUR","JPYINR","OPTION","10-Nov-2023",61.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.01,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.305,"JPYINR"
"9424","OPTCUR","JPYINR","OPTION","10-Nov-2023",62,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.27,"JPYINR"
"9430","OPTCUR","JPYINR","OPTION","10-Nov-2023",62.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.24,"JPYINR"
"9432","OPTCUR","JPYINR","OPTION","10-Nov-2023",62.5,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.2125,"JPYINR"
"9439","OPTCUR","JPYINR","OPTION","10-Nov-2023",62.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.1875,"JPYINR"
"9446","OPTCUR","JPYINR","OPTION","10-Nov-2023",63,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.165,"JPYINR"
"9701","OPTCUR","JPYINR","OPTION","10-Nov-2023",63.25,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.15,"JPYINR"
"6503","OPTCUR","JPYINR","OPTION","10-Nov-2023",50.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.025,"JPYINR"
"9108","OPTCUR","JPYINR","OPTION","03-Nov-2023",49.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"JPYINR"
"9111","OPTCUR","JPYINR","OPTION","10-Nov-2023",49.75,"CE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",5.7275,7.1725,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"JPYINR"
"9113","OPTCUR","JPYINR","OPTION","10-Nov-2023",49.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0,"JPYINR"
"10495","OPTCUR","JPYINR","OPTION","10-Nov-2023",50.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0175,"JPYINR"
"9834","OPTCUR","JPYINR","OPTION","10-Nov-2023",50.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.02,"JPYINR"
"12827","OPTCUR","JPYINR","OPTION","10-Nov-2023",50,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.005,"JPYINR"
"9203","OPTCUR","JPYINR","OPTION","10-Nov-2023",51,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0325,"JPYINR"
"9205","OPTCUR","JPYINR","OPTION","10-Nov-2023",51.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.01,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.04,"JPYINR"
"9207","OPTCUR","JPYINR","OPTION","10-Nov-2023",51.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.01,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.05,"JPYINR"
"9217","OPTCUR","JPYINR","OPTION","10-Nov-2023",51.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.01,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.06,"JPYINR"
"9222","OPTCUR","JPYINR","OPTION","10-Nov-2023",52,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0125,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0725,"JPYINR"
"9224","OPTCUR","JPYINR","OPTION","10-Nov-2023",52.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0175,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.085,"JPYINR"
"9233","OPTCUR","JPYINR","OPTION","10-Nov-2023",52.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0225,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"JPYINR"
"9261","OPTCUR","JPYINR","OPTION","10-Nov-2023",52.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0275,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"JPYINR"
"9279","OPTCUR","JPYINR","OPTION","10-Nov-2023",53,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0375,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"JPYINR"
"9281","OPTCUR","JPYINR","OPTION","10-Nov-2023",53.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0475,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"JPYINR"
"9283","OPTCUR","JPYINR","OPTION","10-Nov-2023",53.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.06,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"JPYINR"
"9285","OPTCUR","JPYINR","OPTION","10-Nov-2023",53.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.075,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"JPYINR"
"9287","OPTCUR","JPYINR","OPTION","10-Nov-2023",54,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.0925,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0025,"JPYINR"
"9289","OPTCUR","JPYINR","OPTION","10-Nov-2023",54.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.115,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.005,"JPYINR"
"9291","OPTCUR","JPYINR","OPTION","10-Nov-2023",54.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.1475,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0125,"JPYINR"
"9293","OPTCUR","JPYINR","OPTION","10-Nov-2023",54.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.1825,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0225,"JPYINR"
"9296","OPTCUR","JPYINR","OPTION","10-Nov-2023",55,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.2325,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0425,"JPYINR"
"9299","OPTCUR","JPYINR","OPTION","10-Nov-2023",55.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.2925,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.0725,"JPYINR"
"9303","OPTCUR","JPYINR","OPTION","10-Nov-2023",55.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.3725,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.1175,"JPYINR"
"9320","OPTCUR","JPYINR","OPTION","10-Nov-2023",55.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.4725,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.1825,"JPYINR"
"9322","OPTCUR","JPYINR","OPTION","10-Nov-2023",56,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.0025,0.5975,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.2725,"JPYINR"
"9330","OPTCUR","JPYINR","OPTION","10-Nov-2023",56.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.025,0.745,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.385,"JPYINR"
"9332","OPTCUR","JPYINR","OPTION","10-Nov-2023",56.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.1275,0.9225,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.525,"JPYINR"
"9338","OPTCUR","JPYINR","OPTION","10-Nov-2023",56.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.2575,1.1225,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.69,"JPYINR"
"9340","OPTCUR","JPYINR","OPTION","10-Nov-2023",57,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.41,1.34,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",0.875,"JPYINR"
"9342","OPTCUR","JPYINR","OPTION","10-Nov-2023",57.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.5825,1.5775,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.08,"JPYINR"
"9344","OPTCUR","JPYINR","OPTION","10-Nov-2023",57.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.77,1.83,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.3,"JPYINR"
"9346","OPTCUR","JPYINR","OPTION","10-Nov-2023",57.75,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",0.9725,2.0875,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.53,"JPYINR"
"9348","OPTCUR","JPYINR","OPTION","10-Nov-2023",58,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",1.185,2.35,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",1.7675,"JPYINR"
"9353","OPTCUR","JPYINR","OPTION","10-Nov-2023",58.25,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",1.405,2.615,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.01,"JPYINR"
"9355","OPTCUR","JPYINR","OPTION","10-Nov-2023",58.5,"PE",0,0,0,,0,"",0,0,0,0,"","","","",0,"","","",0,1,1000,0.0025,"JAPANESE YEN","","","","",1.63,2.88,"","","","","","","","","","",0,"","",0,0,0,"","","","","","","","","","","","","","","",2.255,"JPYINR"
